abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
VNO,           Vilnius,                                     4,                major,            POINT(25.2807164497285 54.6430549307542),   Lithuania,                      Vilnius,                        POINT(25.28 54.6872)
XIY,           Hsien Yang,                                  4,                major,            POINT(108.755811342151 34.4429391054422),   China,                          Xi’an,                          POINT(108.9 34.2667)
NTR,           Del Norte Int'l,                             4,                mid,              POINT(-100.238394186577 25.859873767729),   Mexico,                         Ciudad Apodaca,                 POINT(-100.1886 25.7817)
TBU,           Fua'amotu Int'l,                             4,                mid,              POINT(-175.135635 -21.24861),               Tonga,                          Nuku‘alofa,                     POINT(-175.2 -21.1333)
IFN,           Esfahan Int'l,                               4,                mid,              POINT(51.8763916812681 32.7460805344321),   Iran,                           Eşfahān,                        POINT(51.6675 32.6447)
HRE,           Harare Int'l,                                4,                mid,              POINT(31.1014 -17.9228),                    Zimbabwe,                       Harare,                         POINT(31.0522 -17.8292)
KWI,           Kuwait Int'l,                                4,                major,            POINT(47.9714825593316 29.2396800581583),   Kuwait,                         Kuwait City,                    POINT(47.9783 29.3697)
YOW,           Macdonald-Cartier Int'l,                     4,                major,            POINT(-75.6648933870205 45.3201348196531),  Canada,                         Gatineau,                       POINT(-75.65 45.4833)
KBL,           Kabul Int'l,                                 4,                mid,              POINT(69.2100736270874 34.5633978864149),   Afghanistan,                    Kabul,                          POINT(69.1783 34.5253)
ABJ,           Abidjan Port Bouet,                          4,                mid,              POINT(-3.93221929167636 5.2543984451492),   Côte d'Ivoire,                  Abidjan,                        POINT(-4.0333 5.3167)
ACA,           General Juan N Alvarez Int'l,                4,                major,            POINT(-99.7545085619681 16.76196735278),    Mexico,                         Acapulco de Juárez,             POINT(-99.8825 16.8636)
ACC,           Kotoka Int'l,                                4,                major,            POINT(-0.171402855660817 5.60698152381193), Ghana,                          Accra,                          POINT(-0.2 5.55)
ADD,           Bole Int'l,                                  4,                mid,              POINT(38.7931904366343 8.98173027581099),   Ethiopia,                       Addis Ababa,                    POINT(38.74 9.03)
ADE,           Aden Int'l,                                  4,                mid,              POINT(45.030602 12.8278),                   Yemen,                          Aden,                           POINT(45.0333 12.8)
