abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
MIA,Miami Int'l,Hialeah,Hialeah,POINT(-80.3045 25.8696),"POLYGON((-80.3737 25.9278\,-80.3723 25.8986\,-80.3564 25.8987\,-80.3558 25.8843\,-80.3398 25.8843\,-80.3226 25.8537\,-80.2586 25.8061\,-80.2594 25.8821\,-80.2873 25.8814\,-80.2921 25.8986\,-80.3446 25.8983\,-80.3505 25.9279\,-80.3737 25.9278)\,(-80.3021 25.8741\,-80.2912 25.8805\,-80.291 25.8743\,-80.3021 25.8741))"
MID,Lic M Crecencio Rejon Int'l,Kanasín,Kanasín,POINT(-89.5578 20.9344),"POLYGON((-89.5954 20.9299\,-89.5779 20.9047\,-89.5722 20.9226\,-89.5355 20.9141\,-89.549 20.9362\,-89.5442 20.9808\,-89.559 20.9813\,-89.5608 20.9577\,-89.5954 20.9299))"
MIR,Habib Bourguiba Int'l,ولاية سوسة,Sousse,POINT(10.6333 35.8333),"POLYGON((10.1823 36.1565\,10.3012 35.5264\,10.5663 35.3981\,10.5 35.5568\,10.6874 35.7891\,10.4802 36.0635\,10.5065 36.3918\,10.1823 36.1565))"
MJM,Mbuji Mayi,Kanshi,Mbuji-Mayi,POINT(23.6 -6.15),"POLYGON((23.567 -6.1459\,23.6343 -6.1785\,23.6738 -6.1569\,23.6083 -6.1458\,23.5807 -6.1142\,23.567 -6.1459))"
MKE,General Mitchell Int'l,Milwaukee,Milwaukee,POINT(-87.9675 43.0642),"POLYGON((-88.0634 43.1921\,-88.066 43.1042\,-88.0275 43.1043\,-88.0277 43.09\,-88.0477 43.0902\,-88.0388 43.0677\,-87.9892 43.0676\,-87.984 43.0389\,-88.0453 43.0269\,-87.9617 43.0214\,-87.9611 43.003\,-88.0377 42.9881\,-88.0375 42.9736\,-87.9845 42.9706\,-87.986 42.979\,-87.9822 42.981\,-87.9832 42.9704\,-87.9883 42.9666\,-87.9776 42.9667\,-87.9811 42.9807\,-87.9704 42.9879\,-87.9684 42.9727\,-87.9484 42.974\,-87.9491 42.9436\,-87.9635 42.9376\,-87.9404 42.9209\,-87.8889 42.9228\,-87.894 42.9733\,-87.8634 42.989\,-87.8814 43.0014\,-87.8809 43.0519\,-87.8627 43.0748\,-87.8918 43.082\,-87.9071 43.104\,-87.9079 43.09\,-87.925 43.0945\,-87.9208 43.1187\,-87.9458 43.1123\,-87.9451 43.1587\,-87.9753 43.1486\,-87.9749 43.1631\,-87.9949 43.1632\,-87.9943 43.1926\,-88.0634 43.1921))"
MLA,Luqa,Xlokk,Valletta,POINT(14.5125 35.8983),"POLYGON((14.4806 35.8758\,14.5424 35.8297\,14.544 35.839\,14.5456 35.8411\,14.548 35.8401\,14.5591 35.819\,14.5623 35.8198\,14.5632 35.8535\,14.5765 35.8613\,14.551 35.8882\,14.5243 35.899\,14.5201 35.8814\,14.5141 35.8911\,14.5168 35.8809\,14.4966 35.879\,14.5184 35.8971\,14.5175 35.9035\,14.4806 35.8758))"
MNL,Ninoy Aquino Int'l,Manila,Manila,POINT(120.9772 14.5958),"POLYGON((120.7917 14.6011\,120.7934 14.5867\,120.9103 14.5508\,120.9987 14.5617\,121.0262 14.5944\,120.9807 14.639\,120.8395 14.6395\,120.7917 14.6011))"
MOT,Minot Int'l,Minot,Minot,POINT(-101.278 48.2375),"POLYGON((-101.2972 48.2743\,-101.3283 48.2658\,-101.3398 48.2292\,-101.3295 48.2204\,-101.343 48.2193\,-101.3068 48.1922\,-101.2598 48.2123\,-101.2732 48.2255\,-101.2471 48.2193\,-101.1877 48.2326\,-101.261 48.2299\,-101.2852 48.2526\,-101.2592 48.2594\,-101.2847 48.2689\,-101.2806 48.2796\,-101.3062 48.2828\,-101.2972 48.2743)\,(-101.3322 48.2401\,-101.3341 48.2439\,-101.3322 48.2439\,-101.3322 48.2401)\,(-101.3274 48.2522\,-101.327 48.2545\,-101.3255 48.2538\,-101.3274 48.2522)\,(-101.325 48.2566\,-101.3232 48.2582\,-101.3232 48.2566\,-101.325 48.2566)\,(-101.3225 48.2494\,-101.3183 48.2504\,-101.3184 48.2494\,-101.3225 48.2494)\,(-101.2986 48.269\,-101.2985 48.2711\,-101.297 48.269\,-101.2986 48.269)\,(-101.2959 48.2734\,-101.2956 48.2743\,-101.2956 48.2732\,-101.2959 48.2734)\,(-101.2484 48.2231\,-101.2476 48.2244\,-101.2471 48.222\,-101.2484 48.2231))"
MPM,Maputo Int'l,Cidade de Maputo,Maputo,POINT(32.5833 -25.9667),"POLYGON((32.44 -26.0661\,32.4512 -26.09\,32.6147 -26.0524\,32.6015 -26.0264\,32.5696 -26.0133\,32.555 -25.9741\,32.5939 -25.9834\,32.6705 -25.8896\,32.6993 -25.8762\,32.6975 -25.8575\,32.5673 -25.8117\,32.5566 -25.8964\,32.4801 -25.9831\,32.4928 -26.0297\,32.44 -26.0661))"
MRS,Marseille Provence Airport,Marseille,Marseille,POINT(5.37 43.2964),"POLYGON((5.2781 43.3635\,5.3173 43.3565\,5.3612 43.3088\,5.3456 43.2819\,5.3711 43.2671\,5.3735 43.246\,5.337 43.2136\,5.5098 43.1978\,5.5068 43.233\,5.5261 43.2376\,5.5047 43.2817\,5.5321 43.2983\,5.5311 43.313\,5.4719 43.3171\,5.4503 43.3391\,5.4647 43.3601\,5.4475 43.3871\,5.3798 43.3697\,5.3685 43.3896\,5.3218 43.3682\,5.297 43.389\,5.2781 43.3635))"
MRU,Sir Seewoosagur Ramgoolam Int'l,Curepipe,Curepipe,POINT(57.5263 -20.3188),"POLYGON((57.4875 -20.3268\,57.5108 -20.3467\,57.5471 -20.3277\,57.5471 -20.306\,57.5145 -20.2957\,57.4936 -20.3132\,57.5034 -20.3272\,57.4875 -20.3268))"
MSN,Dane Cty. Reg. (Truax Field),Sun Prairie,Sun Prairie,POINT(-89.2362 43.1825),"POLYGON((-89.2882 43.1794\,-89.2748 43.1759\,-89.2855 43.1681\,-89.2757 43.1507\,-89.2369 43.1529\,-89.2293 43.1718\,-89.1862 43.1807\,-89.1812 43.1918\,-89.2023 43.1952\,-89.1813 43.2106\,-89.2501 43.2095\,-89.2882 43.1794)\,(-89.2628 43.1651\,-89.265 43.1688\,-89.2579 43.1689\,-89.2628 43.1651)\,(-89.2491 43.1728\,-89.2513 43.1744\,-89.2495 43.1753\,-89.2491 43.1728)\,(-89.2421 43.1634\,-89.2426 43.1638\,-89.2421 43.1638\,-89.2421 43.1634))"
MSP,Minneapolis St. Paul Int'l,Minneapolis,Minneapolis,POINT(-93.2678 44.9635),"POLYGON((-93.3291 44.9203\,-93.3188 44.8908\,-93.1939 44.9054\,-93.2077 45.0062\,-93.2268 45.0133\,-93.227 45.0357\,-93.3195 45.0513\,-93.3291 44.9203))"
MSQ,Minsk Int'l,Ленінскі раён,Minsk,POINT(27.5667 53.9),"POLYGON((27.5503 53.8962\,27.5634 53.8882\,27.5645 53.8327\,27.6005 53.833\,27.6272 53.8537\,27.6004 53.8931\,27.5503 53.8962))"
MSU,Moshoeshoe I Int'l,Maseru District,Maseru,POINT(27.48 -29.31),"POLYGON((27.2999 -29.5127\,27.6645 -29.6948\,27.6239 -29.8614\,28.0924 -29.9252\,28.2504 -29.8583\,28.1663 -29.2938\,28.0554 -29.3964\,28.0001 -29.2755\,27.4954 -29.2837\,27.2999 -29.5127))"
MSY,New Orleans Int'l,New Orleans,New Orleans,POINT(-89.9288 30.0687),"POLYGON((-90.1059 30.1919\,-90.1327 29.9135\,-90.1012 29.9103\,-90.0633 29.9248\,-90.0584 29.9455\,-90.0025 29.8926\,-89.9586 29.9025\,-89.9107 29.8679\,-89.9069 29.896\,-89.9241 29.9189\,-90.0119 29.9457\,-89.9893 29.9895\,-89.9407 29.9805\,-89.8945 30.0028\,-89.8632 29.9876\,-89.8398 30.0244\,-89.8046 30.044\,-89.7169 30.0235\,-89.7296 30.057\,-89.6843 30.0739\,-89.6757 30.1052\,-89.6252 30.1537\,-89.684 30.175\,-89.7216 30.1619\,-89.744 30.1774\,-89.8021 30.1515\,-89.823 30.1832\,-89.8741 30.1995\,-89.999 30.1491\,-90.1059 30.1919))"
MUC,Franz-Josef-Strauss,München,Munich,POINT(11.575 48.1375),"POLYGON((11.3608 48.1581\,11.3891 48.1479\,11.3944 48.1255\,11.4637 48.1299\,11.4709 48.0832\,11.5088 48.0616\,11.5869 48.0939\,11.6857 48.0775\,11.6828 48.0918\,11.7146 48.1108\,11.6942 48.1231\,11.7229 48.1371\,11.6782 48.1443\,11.692 48.1825\,11.6277 48.1773\,11.6505 48.2134\,11.639 48.226\,11.5875 48.2135\,11.5823 48.2286\,11.5012 48.2481\,11.4911 48.2231\,11.3908 48.2005\,11.3933 48.1845\,11.3608 48.1581))"
MUCf,Munich Freight Terminal,München,Munich,POINT(11.575 48.1375),"POLYGON((11.3608 48.1581\,11.3891 48.1479\,11.3944 48.1255\,11.4637 48.1299\,11.4709 48.0832\,11.5088 48.0616\,11.5869 48.0939\,11.6857 48.0775\,11.6828 48.0918\,11.7146 48.1108\,11.6942 48.1231\,11.7229 48.1371\,11.6782 48.1443\,11.692 48.1825\,11.6277 48.1773\,11.6505 48.2134\,11.639 48.226\,11.5875 48.2135\,11.5823 48.2286\,11.5012 48.2481\,11.4911 48.2231\,11.3908 48.2005\,11.3933 48.1845\,11.3608 48.1581))"
MVD,Carrasco Int'l,Montevideo,Montevideo,POINT(-56.1819 -34.8836),"POLYGON((-56.4314 -34.8281\,-56.3401 -34.8707\,-56.3157 -34.9048\,-56.2967 -34.8931\,-56.2564 -34.9061\,-56.2468 -34.8773\,-56.2125 -34.8751\,-56.1983 -34.8993\,-56.223 -34.9135\,-56.1715 -34.9148\,-56.1605 -34.9381\,-56.1192 -34.8987\,-56.0646 -34.8997\,-56.0225 -34.8778\,-56.0608 -34.8658\,-56.0349 -34.769\,-56.0544 -34.7606\,-56.0916 -34.7796\,-56.0942 -34.7582\,-56.119 -34.7487\,-56.1245 -34.7188\,-56.139 -34.7141\,-56.1656 -34.7281\,-56.1917 -34.7215\,-56.231 -34.7701\,-56.3244 -34.7022\,-56.3544 -34.7266\,-56.3415 -34.7515\,-56.3566 -34.7943\,-56.4314 -34.8281))"
MXL,Gen R.S. Taboada Int'l,Municipio de Mexicali,Mexicali,POINT(-115.4678 32.6633),"POLYGON((-115.8793 32.6361\,-115.8477 31.9901\,-115.6047 31.6242\,-115.3855 31.7732\,-115.3116 31.8051\,-115.2927 31.7911\,-115.1872 31.8303\,-115.1818 31.8572\,-115.1069 31.8049\,-115.0563 31.7122\,-115.0713 31.6775\,-115.0752 31.5617\,-115.0539 31.4406\,-115.0311 31.448\,-114.9885 31.3629\,-114.8787 31.385\,-114.8328 31.5785\,-114.7837 31.6355\,-114.817 31.7287\,-114.8063 31.8164\,-114.8432 31.8641\,-114.9106 31.8676\,-114.942 31.8907\,-114.947 31.9181\,-114.9656 31.9215\,-114.957 32.0386\,-114.9897 32.1464\,-114.9753 32.178\,-115.053 32.2452\,-114.9666 32.3388\,-114.9685 32.3907\,-114.9319 32.4397\,-114.935 32.4819\,-114.8159 32.483\,-114.7915 32.5564\,-114.813 32.5574\,-114.8004 32.5868\,-114.8105 32.6223\,-114.7652 32.6431\,-114.7199 32.7187\,-115.8793 32.6361))"
MXP,Malpensa,Gallarate,Gallarate,POINT(8.7914 45.6649),"POLYGON((8.7537 45.6759\,8.7839 45.6406\,8.8323 45.6409\,8.7973 45.6897\,8.7537 45.6759))"
MZT,General Rafael Buelna Int'l,Mazatlán,Mazatlán,POINT(-106.4167 23.2167),"POLYGON((-106.6185 23.474\,-106.4293 23.1763\,-106.1403 23.0854\,-106.237 23.4463\,-105.9322 23.7947\,-106.0683 23.8912\,-106.2807 23.6003\,-106.5212 23.691\,-106.6185 23.474))"
NAG,Dr. Babasaheb Ambedkar Int'l,Nagpur City,Nāgpur,POINT(79.0806 21.1497),"POLYGON((78.9952 21.1712\,79.0179 21.1245\,79.0134 21.077\,79.0463 21.0775\,79.0465 21.0585\,79.0655 21.053\,79.084 21.0963\,79.1172 21.089\,79.1423 21.1245\,79.1622 21.1252\,79.1788 21.165\,79.1648 21.1918\,79.1448 21.1869\,79.0876 21.231\,79.0738 21.2091\,79.0405 21.2166\,79.0319 21.1849\,78.9952 21.1712))"
NAN,Nadi Int'l,Ba,Nadi,POINT(177.4167 -17.8),"POLYGON((176.6701 -17.2113\,176.7201 -17.4162\,177.1216 -17.4162\,177.4856 -17.9796\,177.5852 -17.8098\,178.0073 -17.7689\,178.0979 -16.2277\,177.1671 -16.6168\,176.6701 -17.2113))"
NAP,Naples Int'l,Casoria,Casoria,POINT(14.3 40.9),"POLYGON((14.2798 40.907\,14.3065 40.8752\,14.3305 40.8842\,14.3283 40.9026\,14.2924 40.9194\,14.2984 40.9285\,14.2798 40.907))"
NAS,Nassau Int'l,New Providence,Nassau,POINT(-77.3386 25.0781),"POLYGON((-77.7742 25.1466\,-77.6445 24.8079\,-77.3345 24.7901\,-76.8322 25.0965\,-76.9078 25.2421\,-77.2001 25.559\,-77.7742 25.1466))"
NAT,Augusto Severo Int'l,Natal,Natal,POINT(-35.2 -5.7833),"POLYGON((-35.2912 -5.7322\,-35.2871 -5.7631\,-35.2475 -5.782\,-35.2815 -5.822\,-35.2824 -5.8498\,-35.1544 -5.8987\,-35.1789 -5.8675\,-35.1944 -5.7514\,-35.2649 -5.7027\,-35.2912 -5.7322))"
NBO,Jomo Kenyatta Int'l,Nairobi,Nairobi,POINT(36.8172 -1.2864),"POLYGON((36.6647 -1.3201\,36.7422 -1.3823\,36.8442 -1.3868\,36.9616 -1.4448\,36.9071 -1.3636\,36.9836 -1.3164\,36.9745 -1.2896\,36.9955 -1.2814\,37.0027 -1.3007\,37.0765 -1.3034\,37.1049 -1.2654\,37.0634 -1.2058\,37.0118 -1.2369\,36.9317 -1.2229\,36.9132 -1.2081\,36.9433 -1.1755\,36.8978 -1.1607\,36.8877 -1.1731\,36.8994 -1.1932\,36.8638 -1.1903\,36.8351 -1.2154\,36.7914 -1.1924\,36.7791 -1.2273\,36.7575 -1.2191\,36.7473 -1.2374\,36.7296 -1.2345\,36.7213 -1.265\,36.6944 -1.2606\,36.6647 -1.3201))"
NCL,Newcastle Int'l,Gateshead,Gateshead,POINT(-1.6 54.95),"POLYGON((-1.8269 54.9302\,-1.849 54.9146\,-1.8267 54.9101\,-1.821 54.9057\,-1.7954 54.9035\,-1.7376 54.9187\,-1.6748 54.9096\,-1.6453 54.8788\,-1.5942 54.902\,-1.5799 54.8778\,-1.5561 54.8848\,-1.5689 54.9246\,-1.5103 54.9321\,-1.5153 54.9573\,-1.5336 54.965\,-1.6401 54.9593\,-1.7861 54.9844\,-1.8128 54.9763\,-1.8337 54.9533\,-1.8269 54.9302))"
NDB,Nouadhibou Int'l,ولاية داخلة نواذيبو,Nouadhibou,POINT(-17.0333 20.9333),"POLYGON((-17.0681 20.8853\,-17.0449 20.7706\,-17.0273 20.8539\,-17.0555 20.8921\,-17.0159 20.9144\,-16.9944 21.0301\,-16.9156 21.1553\,-16.8875 21.1121\,-16.8664 21.0238\,-16.8263 20.9855\,-16.8063 20.9221\,-16.7802 20.9166\,-16.763 20.8328\,-16.7018 20.7462\,-16.6722 20.732\,-16.6792 20.6774\,-16.529 20.5502\,-16.4088 20.5638\,-16.3628 20.4239\,-16.2673 20.2744\,-16.2409 20.2782\,-16.2071 20.2173\,-16.2126 20.1802\,-16.2679 20.1186\,-16.228 20.0481\,-16.2308 19.989\,-16.3091 19.9149\,-16.3215 19.8843\,-16.4233 19.832\,-16.4436 19.7515\,-16.489 19.753\,-16.5142 19.6987\,-16.4993 19.6638\,-16.4688 19.6494\,-16.4424 19.5918\,-16.3937 19.5804\,-16.4809 19.4233\,-16.446 19.3969\,-16.3721 19.4795\,-16.3192 19.4528\,-16.2829 19.4951\,-15.5785 20.7376\,-15.8398 21.1508\,-14.1732 21.1445\,-14.3012 21.3417\,-16.9485 21.3342\,-17.0681 20.8853))"
NDJ,Ndjamena,N'Djaména انجمينا,N’Djamena,POINT(15.05 12.11),"POLYGON((14.8853 12.1676\,14.982 12.0881\,14.9937 12.0883\,14.9993 12.1207\,15.0262 12.1143\,15.0602 12.0543\,15.1545 12.0665\,15.1826 12.0953\,15.1252 12.1674\,15.0275 12.217\,15.0262 12.2535\,14.9029 12.2249\,14.8928 12.2029\,14.9106 12.1852\,14.8853 12.1676))"
NGB,Ningbo Lishe Int'l,海曙区,Ningbo,POINT(121.5492 29.875),"POLYGON((121.1349 29.7775\,121.1679 29.7292\,121.18 29.743\,121.201 29.7268\,121.4112 29.742\,121.4449 29.7738\,121.44 29.7889\,121.4522 29.7796\,121.4873 29.8029\,121.503 29.7946\,121.4994 29.8082\,121.5188 29.8152\,121.5092 29.828\,121.5565 29.875\,121.5245 29.8928\,121.5291 29.91\,121.5078 29.9058\,121.4923 29.9254\,121.4723 29.9083\,121.4482 29.9384\,121.4188 29.9315\,121.4058 29.9488\,121.38 29.9479\,121.36 29.8975\,121.34 29.9021\,121.3456 29.9114\,121.3199 29.9073\,121.3159 29.9265\,121.2829 29.8938\,121.249 29.8933\,121.2221 29.846\,121.1957 29.841\,121.1686 29.812\,121.1705 29.7856\,121.1473 29.7928\,121.1349 29.7775))"
NGO,Chubu Centrair Int'l,名古屋市,Nagoya,POINT(136.9 35.1833),"POLYGON((136.792 35.1123\,136.8405 35.064\,136.8472 35.026\,136.884 35.0673\,136.9707 35.0422\,136.9745 35.0632\,137.0087 35.0746\,137.0235 35.1019\,137.0001 35.1301\,137.0233 35.1399\,137.0179 35.1884\,137.0323 35.1916\,137.0015 35.2094\,137.0603 35.2496\,137.0299 35.2593\,136.9663 35.2168\,136.9366 35.2161\,136.9299 35.2437\,136.8557 35.2306\,136.8602 35.208\,136.8793 35.2069\,136.836 35.1578\,136.8042 35.1651\,136.792 35.1123))"
NIM,Niamey,Niamey,Niamey,POINT(2.1175 13.515),"POLYGON((1.9609 13.4934\,1.9758 13.4898\,1.9673 13.4364\,2.0019 13.4223\,1.9981 13.3979\,2.0247 13.383\,2.0416 13.4163\,2.1049 13.3993\,2.1495 13.4282\,2.1376 13.4439\,2.1667 13.4542\,2.1962 13.4376\,2.2292 13.4769\,2.2137 13.5541\,2.2472 13.5678\,2.2413 13.585\,2.2642 13.6301\,2.2197 13.6473\,2.1849 13.6205\,2.1428 13.6334\,2.1333 13.6089\,2.114 13.6086\,2.1028 13.6308\,2.0841 13.628\,2.0895 13.6024\,2.0724 13.5751\,2.0391 13.5902\,2.0466 13.6017\,2.0316 13.6112\,2.016 13.5876\,1.9685 13.6019\,2.0179 13.5376\,1.9631 13.5229\,1.9609 13.4934))"
NKC,Nouakchott Int'l,Tevragh Zein,Nouakchott,POINT(-15.9785 18.0858),"POLYGON((-16.0448 18.1764\,-16.0443 18.0996\,-16.0188 18.0972\,-15.9992 18.0845\,-15.9939 18.0843\,-15.9863 18.0867\,-15.9833 18.0788\,-15.977 18.0777\,-15.9749 18.0874\,-15.97 18.0866\,-15.9682 18.0988\,-15.9756 18.1002\,-15.9748 18.1043\,-15.9714 18.1086\,-15.9719 18.1111\,-15.9965 18.1767\,-16.0448 18.1764))"
NKG,Nanjing Lukou Int'l,玄武区,Nanjing,POINT(118.7789 32.0608),"POLYGON((118.7787 32.0937\,118.7789 32.0438\,118.8343 32.0421\,118.846 32.0202\,118.8919 32.0264\,118.8732 32.0452\,118.8832 32.0607\,118.8711 32.077\,118.9033 32.0887\,118.8956 32.0975\,118.8295 32.0959\,118.8372 32.1074\,118.8292 32.1083\,118.7787 32.0937))"
NKM,Nagoya,名古屋市,Nagoya,POINT(136.9 35.1833),"POLYGON((136.792 35.1123\,136.8405 35.064\,136.8472 35.026\,136.884 35.0673\,136.9707 35.0422\,136.9745 35.0632\,137.0087 35.0746\,137.0235 35.1019\,137.0001 35.1301\,137.0233 35.1399\,137.0179 35.1884\,137.0323 35.1916\,137.0015 35.2094\,137.0603 35.2496\,137.0299 35.2593\,136.9663 35.2168\,136.9366 35.2161\,136.9299 35.2437\,136.8557 35.2306\,136.8602 35.208\,136.8793 35.2069\,136.836 35.1578\,136.8042 35.1651\,136.792 35.1123))"
NLD,Quetzalcoatl Int'l,Nuevo Laredo,Nuevo Laredo,POINT(-99.5069 27.4861),"POLYGON((-99.9264 27.5492\,-99.9192 27.4915\,-99.7604 27.437\,-99.7488 27.289\,-99.6382 27.2918\,-99.4964 27.2713\,-99.4944 27.3036\,-99.5381 27.3172\,-99.5042 27.3392\,-99.4876 27.4102\,-99.4954 27.4457\,-99.4787 27.4794\,-99.4937 27.4977\,-99.5281 27.4982\,-99.5112 27.5652\,-99.544 27.6075\,-99.5835 27.6031\,-99.5773 27.6185\,-99.6003 27.6415\,-99.6561 27.6295\,-99.6639 27.6575\,-99.6903 27.669\,-99.7054 27.6554\,-99.7281 27.6791\,-99.9264 27.5492))"
//NNG,Nanning Wuwu Int'l,兴宁区,Nanning,POINT(108.315 22.8192),"POLYGON((108.3085 22.8267\,108.3188 22.8158\,108.321 22.8229\,108.4012 22.8711\,108.4812 22.8453\,108.5008 22.8604\,108.5683 22.8607\,108.5972 22.8896\,108.6453 22.896\,108.6649 22.9315\,108.6943 22.9393\,108.7124 22.9947\,108.7659 22.9967\,108.7756 23.0215\,108.7207 23.0563\,108.7198 23.0839\,108.6964 23.1024\,108.6765 23.0919\,108.6125 23.1093\,108.6107 23.0482\,108.5768 23.0415\,108.5634 23.0162\,108.4922 23.0476\,108.4495 23.0291\,108.4392 23.0006\,108.3684 22.9941\,108.3493 22.9706\,108.3518 22.9146\,108.3269 22.8768\,108.3285 22.8425\,108.3085 22.8267)\,(108.3426 22.8338\,108.3428 22.834\,108.3429 22.8339\,108.3426 22.8338)\,(108.3551 22.8401\,108.3556 22.8413\,108.3561 22.8407\,108.3551 22.8401))"
NOG,Nogales Int'l,Nogales,Heroica Nogales,POINT(-110.9458 31.3186),"POLYGON((-111.3568 31.2795\,-111.3358 31.2568\,-111.3176 31.1782\,-111.2625 31.1908\,-111.2536 31.156\,-111.2651 31.1482\,-111.2298 31.1106\,-111.2428 31.0957\,-111.2134 31.06\,-111.1734 31.0842\,-111.1582 31.0594\,-111.124 31.0698\,-111.1157 31.0472\,-111.1322 31.0108\,-111.052 31.0275\,-111.0041 31.0214\,-110.9825 31.058\,-110.9674 31.038\,-110.8624 31.0192\,-110.8569 31.0565\,-110.7773 31.0638\,-110.7533 31.0354\,-110.7347 31.0511\,-110.7828 31.1741\,-110.6512 31.2164\,-110.7007 31.3334\,-111.075 31.3323\,-111.2119 31.3765\,-111.2139 31.3234\,-111.2952 31.3219\,-111.3165 31.2804\,-111.3568 31.2795))"
NOU,La Tontouta Int'l,Nouméa,Nouméa,POINT(166.458 -22.2758),"POLYGON((166.394 -22.2306\,166.4493 -22.2489\,166.4294 -22.246\,166.4434 -22.2617\,166.4247 -22.2664\,166.4408 -22.2755\,166.4307 -22.2939\,166.4483 -22.3125\,166.4622 -22.3066\,166.4595 -22.2801\,166.4727 -22.2716\,166.4662 -22.2858\,166.4814 -22.2833\,166.4758 -22.259\,166.502 -22.26\,166.4862 -22.2167\,166.394 -22.2306))"
NOV,Nova Lisboa,Huambo,Huambo,POINT(15.7347 -12.7767),"POLYGON((14.7926 -12.6831\,14.9569 -13.2869\,15.3208 -13.3933\,15.5022 -13.7628\,15.9597 -13.3933\,16.4514 -13.3706\,16.5044 -12.7544\,16.2989 -12.5378\,16.5852 -11.9019\,16.3213 -11.5073\,15.387 -11.552\,15.3672 -11.9429\,15.0211 -12.2061\,15.0692 -12.5161\,14.7926 -12.6831))"
NRK,Norrköping Airport,Norrköpings kommun,Norrköping,POINT(16.2 58.6),"POLYGON((15.6176 58.6442\,16.0157 58.418\,16.1666 58.5269\,17.5693 58.399\,16.1822 58.854\,15.9781 58.6224\,15.6176 58.6442))"
NRT,Narita Int'l,中央区,Chiba,POINT(140.1064 35.6073),"POLYGON((140.0247 35.5801\,140.1354 35.5426\,140.1754 35.5812\,140.1481 35.6067\,140.1538 35.6174\,140.1335 35.6148\,140.1262 35.6289\,140.0965 35.6212\,140.1053 35.6113\,140.0843 35.5923\,140.0247 35.5801))"
NSI,Yaoundé Nsimalen Int'l,Yaoundé I,Yaoundé,POINT(11.5167 3.8667),"POLYGON((11.4783 3.9495\,11.5008 3.9206\,11.4989 3.89\,11.5205 3.8614\,11.5425 3.9306\,11.5748 3.9413\,11.5593 3.9645\,11.5443 3.9535\,11.5138 3.9692\,11.4783 3.9495))"
NTR,Del Norte Int'l,Apodaca,Ciudad Apodaca,POINT(-100.1886 25.7817),"POLYGON((-100.2717 25.8718\,-100.2671 25.7643\,-100.1779 25.7295\,-100.1831 25.7097\,-100.1068 25.7014\,-100.1243 25.7346\,-100.1486 25.7311\,-100.101 25.7784\,-100.1012 25.8004\,-100.1319 25.8211\,-100.1169 25.8448\,-100.2353 25.8632\,-100.254 25.8793\,-100.2717 25.8718))"
NUE,Nurnberg,Nürnberg,Nuremberg,POINT(11.0775 49.4539),"POLYGON((10.9887 49.5365\,10.9995 49.5136\,11.0287 49.5087\,11.0142 49.4926\,11.0258 49.4728\,10.9914 49.4361\,11.0225 49.4182\,11.0243 49.3939\,10.9937 49.3766\,11.0334 49.3719\,11.0696 49.3314\,11.1222 49.3574\,11.1 49.3721\,11.1228 49.3686\,11.1005 49.377\,11.1108 49.3925\,11.1894 49.3899\,11.1752 49.4129\,11.1761 49.4137\,11.1854 49.4085\,11.195 49.4058\,11.1765 49.414\,11.2135 49.4206\,11.1797 49.4287\,11.1767 49.4146\,11.1326 49.4323\,11.1285 49.4423\,11.1552 49.4466\,11.1367 49.4529\,11.1885 49.4675\,11.1503 49.4731\,11.1232 49.4913\,11.1202 49.5129\,11.0581 49.5052\,11.0784 49.5197\,10.9887 49.5365)\,(11.1769 49.3922\,11.1845 49.3971\,11.1865 49.3934\,11.1769 49.3922))"
NYO,Stockholm-Skavsta,Nyköpings kommun,Nyköping,POINT(17.0086 58.7531),"POLYGON((16.2689 58.8255\,16.3857 58.7036\,16.8275 58.5942\,17.1786 58.7006\,17.8747 58.471\,17.3848 58.9342\,17.0567 59.0211\,16.5856 58.8933\,16.5914 58.7837\,16.2689 58.8255)\,(17.0501 59.0141\,17.0526 59.0152\,17.0571 59.0111\,17.0501 59.0141))"
OAK,Oakland Int'l,San Leandro,San Leandro,POINT(-122.1599 37.7074),"POLYGON((-122.2097 37.7111\,-122.1706 37.6674\,-122.1226 37.6986\,-122.127 37.7293\,-122.146 37.7428\,-122.2097 37.7111))"
OAX,Xoxocotlán Int'l,Oaxaca de Juárez,Oaxaca,POINT(-96.7253 17.0606),"POLYGON((-96.7805 17.1218\,-96.7552 17.1094\,-96.7449 17.0732\,-96.7674 17.0748\,-96.7729 17.048\,-96.7047 17.0337\,-96.7103 17.0662\,-96.688 17.0907\,-96.6727 17.164\,-96.7805 17.1218))"
